country,date,GDP_cnstn,GDP_growth,GDP_cnstn_usd,GDP_pp_usd,GDP_pp_LCU,Inflatn,forgn_invst,forgn_invst_gdp,Fin_consum,Fin_consum_govern,Ext_balnce_g_s,Fin_consum_hous,Unmploy,Labor_part,GDP_usd
Australia,2005,1648438000000.0,3.15548121323168,1028467016034.95,50972.640519744,81699.4967101892,3.82504038533557,-25093141435.1895,-3.60113772652235,75.2947903293668,18.3520869968606,-2.70764782669673,56.9427033325062,5.032,64.398,696811489612.816
Australia,2004,1598013000000.0,4.21894147547516,997006658239.536,50018.5904483861,80170.3349898724,3.23097888916325,42907672820.3755,6.96956991636737,75.6598430218921,18.273055942949,-2.68039021527007,57.3867870789431,5.395,63.46,615643050220.515
Australia,2003,1533323000000.0,3.0912800997751,956646310281.468,48509.6632180363,77751.8101884326,2.98766102822479,8985246029.5004,1.9178050221833,76.1896415412384,18.380148276325,-2.08367518435093,57.8094932649134,5.929,63.586,468517181129.878
Australia,2002,1487345000000.0,3.94980535772942,927960453450.18,47599.4079289312,76292.8432163593,2.84030561949049,14656321800.5385,3.69701188608667,75.6282624045613,18.3184304823244,0.00422339098701967,57.3098319222368,6.368,63.364,396436967262.563
Australia,2001,1430830000000.0,2.03145880248898,892700520464.398,46314.6235297968,74233.5769566542,4.6410705877846,10717133150.6924,2.81762721403267,76.5661066306979,18.5070065635388,0.0857831379697614,58.0591000671592,6.742,63.298,380360222861.197
Australia,2000,1402342000000.0,3.9160574881715,874926744105.928,45979.0765654048,73695.7586715128,2.55398372580686,14892978180.1828,3.57229745403377,75.9467223424816,18.5054297476964,-2.15096039274346,57.4412925947852,6.283,63.138,416901962163.479
Australia,1999,1349495000000.0,5.02822035850596,841955290889.975,44755.6599721318,71734.8533913834,0.481468519255969,2210917991.82997,0.566396956795571,76.3366548031279,18.6973545432216,-2.43595856269776,57.6393002599062,6.872,62.764,390347787943.351
Australia,1998,1284888000000.0,4.67681373479508,801646726961.596,43081.7201718179,69051.8446672067,1.13864487565532,7597610928.17342,1.89768756641746,75.2760257042319,18.2309958610969,-0.876065009411219,57.0450298431351,7.676,62.998,400361527504.578
Australia,1997,1227481000000.0,3.91795814771731,765830271632.661,41569.1653679391,66627.5055518805,1.26950238107841,8088068982.50254,1.85369309475488,74.909108519137,18.2421488952223,0.273705771676295,56.6669596239146,8.362,63.123,436321902767.408
Australia,1996,1181202000000.0,3.86567479160071,736956619705.757,40437.0941864857,64813.0096807273,2.71252593859086,4563952446.39274,1.13541742026476,75.7017442859111,18.5559479564429,-0.452068472801333,57.1457963294683,8.506,63.52,401962517479.122
Australia,1995,1137240000000.0,3.89017188961647,709528553282.314,39407.5647528439,63162.868826355,2.29363374838722,13268875155.4923,3.59858176504927,76.0051872839051,18.6130056645301,-1.95973008403158,57.392181619375,8.469,63.542,368725126225.126
Australia,1994,1094656000000.0,3.97884434177331,682960226532.486,38356.7691976693,61478.6424035583,1.02436773570732,4458484243.65441,1.37918511879287,76.0176851007734,18.7859255359673,-0.513818089991996,57.2317595648061,9.719,62.934,323269456935.317
Australia,1993,1052768000000.0,4.04583374101011,656826136947.271,37246.0044332363,59698.2966868706,0.867009464791877,5312435141.58877,1.69960473993569,77.131514584757,19.3490810344207,-0.319884544833291,57.7826583462216,10.874,62.451,312568858909.5
Australia,1992,1011831000000.0,0.433065864126704,631285380039.566,36117.5446503441,57889.5892041913,1.47952540737002,4941906671.70674,1.51600150077427,77.9331170746093,19.4687112946034,0.271542317900324,58.4644057800059,10.729,62.863,325982966981.415
Australia,1991,1007468000000.0,-0.384631357046658,628563287009.097,36366.6962397612,58288.9320526757,3.0250728041124,2612066526.44483,0.800225253247321,75.3466027401213,18.6066641980889,-0.132245235564831,56.7399385420323,9.579,63.138,326416407860.792
Australia,1990,1011358000000.0,3.57297569098456,630990273460.742,36975.4199007908,59264.6008866737,6.10275272525965,8457776859.55027,2.7122110003886,72.3596575864732,17.6181580837082,-1.92058552811784,54.741499502765,6.926,63.747,311840666465.053
Australia,1989,976469000000.0,3.87901779350344,609222887776.571,36232.1764714618,58073.3223205611,9.22878312753963,8023170406.83781,2.67203599172376,71.8432463654927,17.7604764112952,-1.82749073237932,54.0827699541975,6.175,63.16,300264309002.14
Australia,1988,940006000000.0,5.76137011855324,586473477240.243,35474.6950998214,56859.223027306,7.17607798189694,8476377245.2751,3.58468177779407,73.41920158526,18.4351095712536,-0.658473694898983,54.9840920140064,7.226,62.379,236461079970.431
Australia,1987,888799000000.0,2.5567680273608,554525226538.608,34095.5190957953,54648.6648875907,7.03264088129119,5190522203.0,2.73578890297808,75.7469961459986,19.3429014875399,-1.5939173046405,56.4040946584587,8.106,61.958,189726707252.515
Australia,1986,866641000000.0,3.96976309787884,540700762323.817,33755.0847823788,54103.0131068431,6.54741952828913,5369760088.7,2.93899992450383,75.3451404681506,19.4009908192253,-3.06013062887158,55.9441496489253,8.081,61.887,182707050923.335
Australia,1985,833551000000.0,5.28169814609451,520055779885.535,32939.2895127443,52795.4476704033,4.68222720600157,2098624894.3,1.16035166785059,74.1906890541039,19.2232820299677,-2.04209731664596,54.9674070241362,8.258,60.806,180861108959.102
Australia,1984,791734000000.0,4.5644786594345,493965987482.343,31706.3733417014,50819.3163648053,7.86237717289235,428250491.4,0.221032589176351,75.1562346628276,18.2952309281531,-1.42469185429628,56.8610037346745,8.987,60.55,193749932078.26
Australia,1983,757173000000.0,-2.22582353017135,472403242301.035,30688.5439685755,49187.928493325,10.1588373853176,2990964045.3,1.68482501982837,77.757159124457,18.6253215807009,-2.02648559740205,59.1318375437561,9.961,60.437,177523719680.081
Austria,2022,420314023000.0,5.33096379400371,427972725600.496,47332.4240357971,46485.3958553398,5.02343156333271,14301504457.0346,3.0221599256451,71.4863808597878,20.4896150467344,-0.724954415527277,50.9601998331104,4.992,61.512,473221298968.216
Austria,2021,399041277000.0,4.92309171717903,406312360757.929,45368.6434337368,44556.757706768,1.80187299270295,18998114634.0552,3.95409878611296,71.4680989258799,21.7317961073693,0.874958011010343,49.6708706686341,6.459,61.151,480466363176.806
Austria,2020,380317879000.0,-6.31825509209936,387247796560.501,43428.6983137234,42651.5284970142,2.59313253599376,-12003798872.8906,-2.76332070661681,70.8996415601066,21.1529340170726,3.37796583052568,49.8490947884151,5.201,60.814,434397601557.696
Austria,2019,405967971000.0,1.75497619649288,413365268699.049,46550.5622459492,45717.5257209524,1.47368502823586,-12636357247.4569,-2.85255617561831,70.7629856825548,19.5313211345866,3.58432988144226,51.7439163348153,4.56,61.309,442983642371.842
Austria,2018,398966209000.0,2.48422114080024,406235924915.185,45951.5819164034,45129.2643272947,1.81047996133594,-27839206246.3826,-6.15119207172195,71.0677227791164,19.4423168006638,3.02650897518658,52.2101130103127,4.933,61.323,452582294972.775
Austria,2017,389295254000.0,2.27224992038207,396388751744.592,45056.6385912412,44250.3362861955,0.975317906732371,14031983575.0406,3.38180275607348,71.8948024715715,19.598940636538,3.095992595356,52.804631487086,5.561,61.101,414926138132.691
Austria,2016,380646025000.0,2.11721964494312,387581921834.297,44362.6702805116,43568.7867502805,1.81475082333313,-28502567388.3664,-7.23989904197035,71.8096726250725,19.7584191442748,3.75330956943826,52.5472663085775,6.064,61.134,393687359770.273
Austria,2015,372754004000.0,1.30352331826198,379546097300.633,43915.228020857,43129.3516064831,2.29263470154871,-6847372583.72227,-1.80409511056007,72.344184990602,19.8879548545364,3.67444279838779,53.019440806769,5.802,60.632,379546097300.633
Austria,2014,367957591000.0,0.755798850316665,374662287024.534,43838.8345892137,43054.3252586248,2.00674413208939,1708425859.86856,0.389557041234778,72.9277976810175,19.9847608163281,3.21557420300824,53.8869810416074,5.674,60.599,438556021078.034
Austria,2013,365197433000.0,-0.250726423318454,371851835129.742,43851.3675497404,43066.6339379961,1.70872288191161,-1290975416.81939,-0.302633479129545,73.4446190203496,20.0845066022548,2.79426795540354,54.1170506988398,5.367,60.801,426580502769.417
Austria,2012,366115381000.0,0.628246239479637,372786509411.403,44221.4599530893,43430.1034247842,2.09166476490424,5218620112.78237,1.2830027920872,73.1898372721943,19.9901506497011,2.81019349320623,53.8082812056158,4.909,60.647,406750487603.59
Austria,2011,363829635000.0,2.92746800169145,370459113959.145,44146.1956805294,43356.1860293628,1.81993743804168,22983942931.9264,5.3581277803896,73.0741851387776,20.0232182516466,2.80905539396661,53.7195240977178,4.637,60.357,428954737064.057
Austria,2010,353481575000.0,1.80898243043663,359922497999.326,43035.4073531933,42265.275598309,0.891338694909649,-22007325156.2772,-5.64539670207833,73.9162975913064,20.6211987878032,3.52308166982659,53.8377941652669,4.883,60.287,389827789217.634
Austria,2009,347200774000.0,-3.58626472551299,353527252121.64,42372.4758254763,41614.207432698,1.73939280154138,14300064389.0077,3.58137196898673,73.8984762458064,20.812093929858,3.3733282622964,53.8122156383773,5.371,60.348,399290118782.429
Austria,2008,360115468000.0,1.45330562142114,366677269701.416,44063.8642019916,43275.3278977722,1.93379071320683,6301143681.98323,1.46799597032563,70.9893696989438,19.3986351091914,4.4530783222148,52.1654619573721,4.198,60.08,429234399096.173
Austria,2007,354956860000.0,3.77522468729185,361424664731.668,43568.8302243941,42789.152704356,2.25927088756023,68865787583.4394,17.8058113461032,70.5908694150153,18.8623416708543,4.41600804217518,52.3419326113409,4.909,59.83,386760177589.497
Austria,2006,342043933000.0,3.26933601506059,348276446349.075,42120.1557002022,41366.4026531083,2.04461997957617,10500457158.3387,3.14473468828872,72.3052480485067,19.3952174935544,3.62058654998874,53.5936123405458,5.32,58.971,333905979332.481
Austria,2005,331215389000.0,2.32036514266782,337250591306.488,40989.0131778975,40255.5022716199,2.53196784657297,81096089418.1159,25.8307026071969,73.0045677371403,19.4781411306907,3.2275485575707,54.1765038530077,5.682,58.456,313952317330.776
Austria,2004,323704268000.0,2.56525534067859,329602607297.434,40333.3307183894,39611.5534499287,1.72796196359026,3183649650.0,1.0640170021225,72.7082927279391,19.0332382539184,2.96417801972462,54.2664724445086,5.969,58.041,299210411454.823
Austria,2003,315608114000.0,1.14156504542775,321358930178.288,39569.2885567329,38861.1840560453,1.26700269317527,6195021860.0,2.37557550248335,73.0417752485327,19.088358925098,2.76921886016437,54.3931776523442,4.779,59.149,260779834340.097
Austria,2002,312045907000.0,1.48436877605324,317731814841.85,39313.7225107545,38610.1914424934,1.10421528982809,138346430.0,0.0650010498093938,72.2200157510895,18.9765669389252,3.71761308328935,53.9317389670146,4.852,58.93,212837224022.813
Austria,2001,307481744000.0,1.31698749571339,313084486481.847,38929.753800545,38233.093969593,1.93728378622546,5689434550.0,2.89572243102078,72.9767075302536,19.0757989319958,1.70736364263688,54.3952563562179,4.007,58.237,196477206829.33
Austria,2000,303484886000.0,3.18952292988787,309014800203.266,38571.0858780001,37880.8445190366,1.36731376651514,8501013450.0,4.33323688730786,72.8961535438493,19.3282687281008,1.33957519206717,54.1709455037966,4.687,58.685,196181599831.287
Austria,1999,294104360000.0,3.76192435190464,299463348050.583,37468.8698869794,36798.3530197224,0.219322750162448,2974499990.0,1.37439937408037,73.1475963450506,19.9204421915907,0.455692199322266,53.8393682178094,4.699,58.966,216421809125.916
Austria,1998,283441505000.0,3.49288002962309,288606201090.647,36180.7490571265,35533.2835054306,0.482062104538755,4571855710.0,2.1061851136777,73.6809915480494,19.6604112826844,-0.226340414734237,54.6022329086063,5.483,58.816,217068085815.918
Austria,1997,273875367000.0,2.1458350552646,278865754830.707,34998.0321173934,34371.7316464612,1.26254390282013,2668974820.0,1.26058669809025,74.1438540730192,19.6994349775578,-0.815608855733271,55.0379250609079,5.15,58.41,211724812267.448
Austria,1996,268121913000.0,2.21576713087359,273007464944.44,34301.6562151382,33687.8176036061,0.960435922758222,4323513090.0,1.83236524365315,74.9352193682918,19.6734069943384,-1.59384513711974,55.8134739527592,5.282,58.818,235952581232.129
Austria,1995,262309740000.0,2.66798388882503,267089386116.812,33603.4278263558,33002.0842250359,1.81391797405659,1825090250.0,0.760156006172297,74.2893202395371,19.666689628253,-1.19500390746777,55.1545223617333,4.345,59.425,240094169510.031
Austria,1994,255493222000.0,2.40211843259056,260148661734.735,32780.3419423369,32193.7277142301,2.52494338617741,2075823590.0,1.02389456006068,74.8987017171432,19.5208265345441,-1.67659546143596,55.9221342479867,3.535,59.063,202738023129.743
Austria,1993,249499938000.0,0.526809769496765,254046171814.293,32134.8299135937,31559.7673203398,2.75708415524119,1125106120.0,0.593303914874108,75.0827087946301,19.3763102383694,-0.338583264900741,56.2570111370008,4.25,56.69,189634029338.696
Austria,1992,248192436000.0,2.0935244262602,252714845320.178,32231.1216141522,31654.3358515155,3.47909350597352,1485517750.0,0.764493296897433,74.335848107877,18.5626189584472,-1.32482393611731,56.3345454073976,3.59,56.58,194314032056.098
Austria,1991,243103015000.0,3.44162748808654,247532688033.224,31919.5573520278,31348.3471269938,3.64187130431861,360000000.0,0.207956112477992,73.3105390395902,18.2291968557384,-0.870843623062506,55.636932755043,3.42,55.84,173113449616.971
Austria,1990,235014685000.0,4.34564183768971,239296977478.175,31167.1857978698,30609.4394915243,2.99968051452424,653000000.0,0.393820997085781,73.618885030215,18.0463589294257,-0.0939114365113532,56.1372165290464,3.25,55.44,165811372382.912
Austria,1989,225227121000.0,3.88707478685015,229331070530.385,30097.6512878468,29559.0446281265,2.96476071992421,581979789.4,0.438950266827535,73.8957869193341,18.2574981773408,-0.509953930244417,56.201369459308,3.14,54.89,132584448257.93
Austria,1988,216799945000.0,3.2958798164712,220750339732.747,29102.3222540003,28581.5273112515,1.52685526836818,445427083.5,0.335368714298779,74.5465405407827,18.5863052916521,-0.422354833036891,56.5238961010584,3.55,54.78,132817124707.456
Austria,1987,209882471000.0,1.35716799468845,213706819792.775,28213.6633992636,27708.7712780606,2.43694801180838,395491398.0,0.319764480092267,75.2942618186384,18.8258204002414,-0.0414786790033353,57.0363735526043,3.79,55.0,123682091858.946
Austria,1986,207072154000.0,2.30139279474186,210845294931.656,27853.5049872765,27355.0580108257,2.95099763334878,183400907.8,0.18591399244294,75.4389104206425,18.8593075512545,-0.0192461893047688,57.14869528196,3.12,54.57,98648254168.5444
Austria,1985,202413817000.0,2.49867884980837,206102076591.173,27244.2148386511,26756.6712954487,2.96299532966935,169167935.4,0.244762996696924,76.0230086788361,18.6508968882493,-0.241467322562953,57.9548469501558,3.6,54.29,69114996009.577
Austria,1984,197479440000.0,0.0512751573205321,201077788420.254,26592.5469190439,26116.6651722411,4.94977323362313,115239999.9,0.170173666162345,75.9198001256806,18.4610404120009,-1.07719304826993,58.0449904077148,3.8,54.69,67719055773.3306
Austria,1983,197378234000.0,2.97308783817583,200974738307.012,26577.2454719789,26101.6375492435,3.47278368657844,216120000.0,0.300841351781652,76.9677701111502,18.4184640717763,-1.52175006050192,59.1513789239408,4.11,53.9,71838528420.4075
Belgium,2022,512250600000.0,3.9562379757933,519614510458.488,44486.7438563594,43856.2834058634,6.6990376118661,13136474102.1507,2.22243107053374,75.0498789347972,23.5865586358746,-2.33634195490505,50.0386507184722,5.57,55.095,591085783326.267
Belgium,2021,492756000000.0,6.25445686466593,499839663858.827,43140.9676652971,42529.5793830503,2.69731875410955,33980656225.5414,5.6774240968721,73.6841543634665,23.8396339313803,1.86881777035818,48.9732973524999,6.248,54.484,598522422241.851
